Index,Continent,Species Distribution,Order,FAMILY,Genus,Species,synonyms,Common,LogMass (g),Combined.Mass (g),Mass Reference,Mass Status,Status ,IUCN Redlist status,Year Assessed,trophic,trophic ref,habitat mode,MOMv5 vs. MSW3,LAB.COMMENTS.2016,Taxonomy Ref,TO.DO,,,,,,,,,,,,,,,,,,,
802,AF,,Artiodactyla,Bovidae,Pelea,capreolus,,"Grey Rhebok, Rhebok, Common Rhebok, Vaal Rhebok",4.301,20000,60,valid,extant,LC,2008,graze,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1030,AF,,Artiodactyla,Bovidae,Pelorovis,antiquus,,large buffalo,6,1.00E+06,2_ 5,valid,extinct,EX,,Graze,paleodb.org,terr,,Good taxonomy,"PBDB; D. Geraads, V. Eisenmann, and G. Petter. 2004. The large mammal fauna of the Oldowan sites of Melka Kunture. in J. Chavaillon and M. Piperno, eds., Studies on the Early Paleolithic site of Melka Kunture, Ethiopia (Istituto Italiano di Preistoria e Protostoria) 169-192",,,,,,,,,,,,,,,,,,,,
93,AF,,Artiodactyla,Bovidae,Philantomba,maxwellii,Antilope maxwellii|Cephalophus maxwelli,Maxwell's Duiker,4.079,11999.966,63_ 70,valid,extant,LC,2016,frug/browse,t1,terr,Genus level change. ,synonym; Cephalophus maxwellii is now Philantomba maxwellii,IUCN redlist,,,,,,,,,,,,,,,,,,,,
864,AF,,Artiodactyla,Bovidae,Raphicerus,campestris,Antilope campestris,Steenbok,4.021,10500.017,63_ 70,valid,extant,LC,2016,browse/graze,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
865,AF,,Artiodactyla,Bovidae,Raphicerus,melanotis,,Cape Grysbok,4.011,10249.909,60,valid,extant,LC,2008,Browse,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
866,AF,,Artiodactyla,Bovidae,Raphicerus,sharpei,,Sharpe's Grysbok,3.978,9499.921,63_ 70,valid,extant,LC,2016,browse/graze,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
867,AF,,Artiodactyla,Bovidae,Redunca,arundinum,,Southern Reedbuck,4.763,58000.268,63_ 70,valid,extant,LC,2008,graze,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
868,AF,,Artiodactyla,Bovidae,Redunca,fulvorufula,,Mountain Reedbuck,4.47,29499.863,63_ 70,valid,extant,LC,2008,graze,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
869,AF,,Artiodactyla,Bovidae,Redunca,redunca,,"Bohor Reedbuck, Common Reedbuck",4.644,44050.415,63_ 70,valid,extant,LC,2008,graze,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
935,AF,,Artiodactyla,Bovidae,Sylvicapra,grimmia,Capra grimmia,"Common Duiker, Grey Duiker, Bush Duiker",4.29,19499.793,63_ 70,valid,extant,LC,2016,browse/frug,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
946,AF,,Artiodactyla,Bovidae,Syncerus,caffer,,African Buffalo,5.763,580002.68,63_ 70,valid,extant,LC,2008,graze,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
986,AF,,Artiodactyla,Bovidae,Taurotragus,derbianus, ,giant eland,5.833,680000,68,,extant,LC,2008,browse/graze,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
987,AF,,Artiodactyla,Bovidae,Taurotragus,oryx, ,common eland,5.756,569993.627,63_ 70,,extant,LC,2008,Browse,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
997,AF,,Artiodactyla,Bovidae,Tragelaphus,angasii,,Nyala,4.938,86600.42,60,valid,extant,LC,2008,browse/graze,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
998,AF,,Artiodactyla,Bovidae,Tragelaphus,buxtoni,,Mountain Nyala,5.332,215000.762,65,valid,extant,EN,2008,browse/graze,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
999,AF,,Artiodactyla,Bovidae,Tragelaphus,eurycerus,,Bongo,5.517,329003.108,60,valid,extant,NT,2008,browse/graze,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1000,AF,,Artiodactyla,Bovidae,Tragelaphus,imberbis,,Lesser Kudu,4.912,81575.548,63_ 70,valid,extant,NT,2008,Browse,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1001,AF,,Artiodactyla,Bovidae,Tragelaphus,scriptus,,Bushbuck,4.636,43250.387,63_ 70,valid,extant,LC,2008,browse/graze,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1002,AF,,Artiodactyla,Bovidae,Tragelaphus,spekii,,"Sitatunga, Marshbuck",4.892,77999.173,63_ 70,valid,extant,LC,2008,browse/graze,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1003,AF,,Artiodactyla,Bovidae,Tragelaphus,strepsiceros,,Greater Kudu,5.329,213501.043,63_ 70,valid,extant,LC,2008,Browse,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1021,AF,,Artiodactyla,Camelidae,Camelus,thomasi,,,5.699,5.00E+05,1,valid,extinct,EX,,Graze/browse,same as congeners,terr,,Taxonomy not changed,Faith 2014,,,,,,,,,,,,,,,,,,,,
128,AF,,Artiodactyla,Cervidae,Cervus,elaphus,,"Red Deer, Bactrian Wapiti, Bokharan Deer, Bukhara Red Deer, Elk, Bactrian Deer, Wapiti, Bactrian Red Deer",5.194,156249.991,65,valid,extant,LC,2008,Browse,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1027,AF,,Artiodactyla,Cervidae,Megaloceros,algericus,Megaceroides giganteus,,5.903,8.00E+05,1,valid,extinct,EX,,Browse,same as congeners,terr,,Good taxonomy,Quaternary Extinctions: a prehistoric revolution,,,,,,,,,,,,,,,,,,,,
474,AF,,Artiodactyla,Giraffidae,Giraffa,camelopardalis,,Giraffe,5.954,899994.8,63_ 70,valid,extant,LC,2010,Browse,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1025,AF,,Artiodactyla,Giraffidae,Giraffa,gracilis,this sp not in pbdb,,5.929,850000,6,valid,extinct,EX,,Browse,same as congeners,terr,,Taxonomy not changed,Mitchell & Skinner 2010,,,,,,,,,,,,,,,,,,,,
,AF,,Artiodactyla,Giraffidae,Giraffa,jumae,pbdb,as big or > than modern sp.,,,,,extinct,EX,,,,,NEW TO MOM,PBDB,,,,,,,,,,,,,,,,,,,,,
751,AF,,Artiodactyla,Giraffidae,Okapia,johnstoni,Equus johnstoni,Okapi,5.362,230001.146,63_ 70,valid,extant,EN,2015,Browse,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
517,AF,,Artiodactyla,Hippopotamidae,Hexaprotodon,liberiensis, Choeropsis liberiensis ,pygmy hippo,5.371,235001.157,60,,extant,EN,2015,graze/browse,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
518,AF,,Artiodactyla,Hippopotamidae,Hippopotamus,amphibius,,"Hippopotamus, Large Hippo, Common Hippopotamus",6.152,1417489.988,63_ 70,valid,extant,VU,2008,graze,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
541,AF,,Artiodactyla,Suidae,Hylochoerus,meinertzhageni,,"Forest Hog, Giant Forest Hog",5.275,188500,116,valid,extant,LC,2016,graze/browse,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1029,AF,,Artiodactyla,Suidae,Metridiochoerus,compactus,,earlier in Pleistocene?,5.152,142000,2,valid,extinct,EX,,browse/frug/carn,,terr,,Good taxonomy,Faith 2014,,,,,,,,,,,,,,,,,,,,
815,AF,,Artiodactyla,Suidae,Phacochoerus,aethiopicus,Aper aethiopicus,"Desert Warthog, Somali Warthog, Cape Warthog",4.851,71000.27,63_ 70,valid,extant,LC,2016,browse/graze/frug,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
816,AF,Senegal to Somalia_ S to S Africa_ Botswana and Nambia,Artiodactyla,Suidae,Phacochoerus,africanus,,"Common Warthog, Warthog, Eritrean Warthog",4.916,82500,70,valid,extant,LC,2008,graze/browse,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
836,AF,Ethiopia_ Sudan_ Zaire_ South Africa_ Botswana_ Angola,Artiodactyla,Suidae,Potamochoerus,larvatus,,Bushpig,4.989,97500,70,valid,extant,LC,2016,browse/frug/ginsect,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
837,AF,,Artiodactyla,Suidae,Potamochoerus,porcus,Sus porcus,Red River Hog,4.845,70000.316,63_ 70,valid,extant,LC,2016,browse/frug/ginsect,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
540,AF,,Artiodactyla,Tragulidae,Hyemoschus,aquaticus,Moschus aquaticus,Water Chevrotain,4.035,10850.007,60,valid,extant,LC,2016,frug/ginsect,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
77,AF,,Carnivora,Canidae,Canis,adustus,,Side-striped Jackal,4.011,10249.909,63_ 70,valid,extant,LC,2014,carn/ginsect,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
78,AF,,Carnivora,Canidae,Canis,aureus,,"Golden Jackal, Asiatic Jackal, Common Jackal",4.041,10999.932,63_ 70,valid,extant,LC,2008,carn/ginsect,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
79,AF,,Carnivora,Canidae,Canis,mesomelas,,"Black-backed Jackal, Silver-backed Jackal",3.929,8500.021,63_ 70,valid,extant,LC,2014,carn/ginsect,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
80,AF,,Carnivora,Canidae,Canis,simensis,,"Ethiopian Wolf, Simien Jackal, Simien Fox",4,10000,65,valid,extant,EN,2011,Carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
609,AF,,Carnivora,Canidae,Lycaon,pictus,,"African Wild Dog, Painted Hunting Dog, Cape Hunting Dog",4.343,22050.071,60,valid,extant,EN,2012,Carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
758,AF,,Carnivora,Canidae,Otocyon,megalotis,,Bat-eared Fox,3.618,4150.018,63_ 70,valid,extant,LC,2014,ginsect/carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1007,AF,,Carnivora,Canidae,Vulpes,chama,,"Cape Fox, Silver Jackal, Silver Fox",3.471,2955.017,60,valid,extant,LC,2014,carn/ginsect,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1008,AF,,Carnivora,Canidae,Vulpes,pallida,,"Pale Fox, Pallid Fox, African Sand Fox",3.447,2800.013,65,valid,extant,LC,2012,Carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1009,AF,,Carnivora,Canidae,Vulpes,rueppellii,Vulpes rueppelli  ,"RŸppell's Fox, Sand Fox, RŸppell's Sand Fox, RŸeppell's Fox",3.512,3249.975,65,valid,extant,LC,2015,Carn,t1,terr,Species name change. ,spelling change; ruepelli is now ruepellii,MSW3,,,,,,,,,,,,,,,,,,,,
1010,AF,,Carnivora,Canidae,Vulpes,vulpes,Canis vulpes,"Red Fox, Silver Fox, Cross Fox",3.778,5999.983,65,valid,extant,LC,2016,carn/ginsect,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
1011,AF,,Carnivora,Canidae,Vulpes,zerda,Fennecus zerda  ,Fennec Fox,3.041,1100,75,valid,extant,LC,2015,ginsect/carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
9,AF,,Carnivora,Felidae,Acinonyx,jubatus,Felis jubata,"Cheetah, Hunting Leopard",4.637,43400,63_ 70_ 266,valid,extant,VU,2015,Carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
84,AF,,Carnivora,Felidae,Caracal,caracal,,"Caracal, Desert Lynx, African Caracal, Asian Caracal",4.138,13749.915,63_ 70,valid,extant,LC,2008,Carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
372,AF,,Carnivora,Felidae,Felis,chaus,,"Jungle Cat, Swamp Cat, Reed Cat",3.829,6749.941,65,valid,extant,LC,2008,Carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
373,AF,,Carnivora,Felidae,Felis,margarita,,"Sand Cat, Sand Dune Cat",3.402,2524.992,65,valid,extant,NT,2011,Carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
374,AF,,Carnivora,Felidae,Felis,nigripes,,"Black-footed Cat, Small-spotted Cat",3.114,1299.99,60,valid,extant,VU,2016,Carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
375,AF,,Carnivora,Felidae,Felis,silvestris,,"Wild Cat, Wildcat",3.667,4649.968,63_ 70,valid,extant,LC,2015,Carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
587,AF,,Carnivora,Felidae,Leptailurus,serval,Caracal serval  ,Serval,4.079,11999.966,63_ 70,valid,extant,LC,2015,Carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
779,AF,,Carnivora,Felidae,Panthera,leo,Felis leo,"Lion, African Lion",5.208,161499.06,63_ 70,valid,extant,VU,2016,Carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
780,AF,,Carnivora,Felidae,Panthera,pardus,Felis pardus,Leopard,4.74,54999.659,63_ 70,valid,extant,VU,2016,Carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
855,AF,,Carnivora,Felidae,Profelis,aurata, Caracal aurata," African Golden Cat, Golden Cat
",4.027,10650.01,63_ 70,,extant,VU,2015,Carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
65,AF,,Carnivora,Herpestidae,Atilax,paludinosus,,"Marsh Mongoose, Water Mongoose",3.519,3299.97,63_ 70,valid,extant,LC,2015,invert/piscivore,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
69,AF,,Carnivora,Herpestidae,Bdeogale,crassicauda,,Bushy-tailed Mongoose,3.19,1549.994,63_ 70,valid,extant,LC,2016,ginsect,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
70,AF,,Carnivora,Herpestidae,Bdeogale,jacksoni,,Jackson's Mongoose,3.398,2500,70,valid,extant,NT,2015,ginsect/carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
71,AF,,Carnivora,Herpestidae,Bdeogale,nigripes,,"Black-legged Mongoose, Black-footed Mogoose",3.398,2500,63_ 70,valid,extant,LC,2015,ginsect/carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
280,AF,,Carnivora,Herpestidae,Crossarchus,alexandri,,Alexander's Cusimanse,3.176,1500,70,valid,extant,LC,2015,ginsect/carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
281,AF,,Carnivora,Herpestidae,Crossarchus,ansorgei,,"Ansorge's Cusimanse, Angolan Cusimanse",2.845,700,85,valid,extant,LC,2015,ginsect/carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
282,AF,,Carnivora,Herpestidae,Crossarchus,obscurus,,"Common Cusimanse, Long-nosed Cusimanse, Cusimanse",3.097,1250,60,valid,extant,LC,2015,ginsect/carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
294,AF,,Carnivora,Herpestidae,Cynictis,penicillata,,Yellow Mongoose,2.922,836.007,60,valid,extant,LC,2015,ginsect/carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
326,AF,,Carnivora,Herpestidae,Dologale,dybowskii,,"Pousargues's Mongoose, Savanna Mongoose",2.544,350.002,63_ 70,valid,extant,DD,2015,ginsect/carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
393,AF,S Angola_ C&N  MIBIA,Carnivora,Herpestidae,Galerella,flavescens, Herpestes flavescens," Kaokoveld Slender Mongoose, Black Slender Mongoose, Black Mongoose, Angolan Slender Mongoose",2.875,750,130,,extant,LC,2015,ginsect/carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
394,AF,,Carnivora,Herpestidae,Galerella,pulverulenta,Herpestes pulverulenta," Cape Grey Mongoose, Small Grey Mongoose",2.901,797.003,60,,extant,LC,2015,ginsect/carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
395,AF,,Carnivora,Herpestidae,Galerella,sanguinea, Herpestes sanguineus," Common Slender Mongoose, Slender Mongoose",2.74,549.997,63_ 70,,extant,LC,2016,carn/ginsect,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
396,AF,S&N  mibia,Carnivora,Herpestidae,Galerella,swalius,genus Herpestes, Namibian slender mongoose,2.875,750,130,,extant,LC,2016,ginsect/carn,t1,terr,Species  me change. Listing all species in the genus: flavescens or ochracea or pulverulenta or sanguinea,Slender Mongoose merger of 26 subspecies including [Galerella sanguinea swalius] check mass,MSW3,DELETE - combine with Galerella sanguinea,,,,,,,,,,,,,,,,,,,
509,AF,,Carnivora,Herpestidae,Helogale,hirtula,,"Somali Dwarf Mongoose, Desert Dwarf Mongoose, Ethiopian Dwarf Mongoose",2.461,289.001,60,valid,extant,LC,2015,ginsect/carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
510,AF,,Carnivora,Herpestidae,Helogale,parvula,,"Common Dwarf Mongoose, Dwarf Mongoose",2.477,299.999,60,valid,extant,LC,2015,ginsect/carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
512,AF,,Carnivora,Herpestidae,Herpestes,ichneumon,Viverra ichneumon,"Egyptian Mongoose, Large Grey Mongoose",3.455,2849.968,63_ 70,valid,extant,LC,2016,Carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
513,AF,,Carnivora,Herpestidae,Herpestes,naso,<i>Xenogale</i> <i>naso</i>,Long-nosed Mongoose,3.477,2999.991,60,valid,extant,LC,2015,Carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
552,AF,,Carnivora,Herpestidae,Ichneumia,albicauda,,White-tailed Mongoose,3.544,3500.016,63_ 70,valid,extant,LC,2015,ginsect/carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
593,AF,,Carnivora,Herpestidae,Liberiictis,kuhni,,Liberian Mongoose,3.332,2150.008,63_ 70,valid,extant,VU,2016,ginsect,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
669,AF,Gambia_ Ghana_ Ivory Coast_ Niger_ Nigeria_ Senegal_ Sierra Leone_ Togo,Carnivora,Herpestidae,Mungos,gambianus,,Gambian Mongoose,3.176,1500,-999,valid,extant,LC,2016,ginsect/carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
670,AF,,Carnivora,Herpestidae,Mungos,mungo,Viverra mungo,Banded Mongoose,3.284,1924.997,63_ 70,valid,extant,LC,2016,ginsect/carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
785,AF,,Carnivora,Herpestidae,Paracynictis,selousi,Cynictis selousi,Selous's Mongoose,3.215,1639.985,60,valid,extant,LC,2016,ginsect/carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
897,AF,,Carnivora,Herpestidae,Rhynchogale,melleri,,Meller's Mongoose,3.398,2500,63_ 70,valid,extant,LC,2015,ginsect,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
934,AF,,Carnivora,Herpestidae,Suricata,suricatta,,"Meerkat, Suricate, Slender-tailed Meerkat",2.861,725.504,60,valid,extant,LC,2015,ginsect,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
279,AF,,Carnivora,Hyaenidae,Crocuta,crocuta,,Spotted Hyaena,4.799,62999.92,63_ 70,valid,extant,LC,2015,Carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
786,AF,,Carnivora,Hyaenidae,Hyaena,brunnea, Parahyaena brunnea,brown hyaena,4.508,32200.306,60,,extant,NT,2015,Carn,t1,terr,"Genus level change. Taxonomy possibilities are: SORICOMORPHA Soricidae Crocidura brunnea, CARNIVORA Hyaenidae Hyae  brunnea","synonym; was Parahyae  brunnea, now is Hyae  bunnea",MSW3,,,,,,,,,,,,,,,,,,,,
534,AF,,Carnivora,Hyaenidae,Hyaena,hyaena,,Striped Hyaena,4.663,46000.23,63_ 70,valid,extant,NT,2015,Carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
859,AF,,Carnivora,Hyaenidae,Proteles,cristata,Proteles cristatus  ,Aardwolf,4,10000,63_ 70,valid,extant,LC,2015,ginsect,t1,terr,Genus level change. ,SPELLING ERROR - Proteles cristatus changed to Proteles cristata,MSW3,,,,,,,,,,,,,,,,,,,,
48,AF,,Carnivora,Mustelidae,Aonyx,capensis,,"African Clawless Otter, Cape Clawless Otter",4.279,18999.842,63_ 70,valid,extant,NT,2015,invert/piscivore,t1,aquatic,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
49,AF,,Carnivora,Mustelidae,Aonyx,congicus,,"Congo Clawless Otter, Zaire Clawless Otter, Small-clawed Otter, Small-toothed Clawless Otter, Cameroon Clawless Otter",4.377,23800.167,63_ 70,valid,extant,NT,2015,piscivore,t1,aquatic,Genus level change. Taxonomy possibilities are: RODENTIA Sciuridae Funisciurus congicus or RODENTIA Muridae Taterillus congicus or CHIROPTERA Molossidae Mops congicus,Aonyx capensis congicus,ITIS Report,,,,,,,,,,,,,,,,,,,,
608,AF,,Carnivora,Mustelidae,Hydrictis,maculicollis,Lutra maculicollis,"Spotted-necked Otter, Speckle-throated Otter, Spot-necked Otter",3.602,4000,60,valid,extant,NT,2015,piscivore,t1,aquatic,Genus level change. ,synonym; Lutra maculicollis is now Hydrictis maculicollis,IUCN redlist,,,,,,,,,,,,,,,,,,,,
553,AF,,Carnivora,Mustelidae,Ictonyx,libycus,Ictonyx libyca," Libyan Striped Weasel, Saharan Striped Weasel,",2.796,625,65,,extant,LC,2015,carn/ginsect,t1,terr,"Ictonyx is a masculine genus so this species is thus correctly I. lybicus, not I. lybica",,,,,,,,,,,,,,,,,,,,,,
554,AF,,Carnivora,Mustelidae,Ictonyx,striatus,,"Zorilla, Striped Polecat, Striped Weasel",3.114,1299.99,63_ 70,valid,extant,LC,2015,ginsect/carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
607,AF,,Carnivora,Mustelidae,Lutra,lutra,Lutra nippon  |Viverra lutra,"Eurasian Otter, European Otter, European River Otter, Old World Otter, Common Otter",4.041,10999.932,65,valid,extant,NT,2015,piscivore,t1,aquatic,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
638,AF,,Carnivora,Mustelidae,Mellivora,capensis,Viverra capensis,"Honey Badger, Ratel",3.903,8000,63_ 70,valid,extant,LC,2016,ginsect/carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
693,AF,,Carnivora,Mustelidae,Mustela,nivalis,,"Least Weasel, Weasel",2.273,187.499,65,valid,extant,LC,2016,carn/ginsect,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
694,AF,,Carnivora,Mustelidae,Mustela,putorius,,"Western Polecat, European Polecat",3.041,1099.993,65,valid,extant,LC,2016,carn/ginsect,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
833,AF,,Carnivora,Mustelidae,Poecilogale,albinucha,,African Striped Weasel,2.531,340.001,63_ 70,valid,extant,LC,2015,Carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
729,AF,,Carnivora,Nandiniidae,Nandinia,binotata,Viverra binotata,"African Palm Civet, Two-spotted Palm Civet, Tree Civet",3.301,2000,63_ 70,valid,extant,LC,2015,frug/carn,t1,arboreal,Genus and species name match. Likely taxonomy is CARNIVORA Nandiniidae Nandinia binotata,"New family (was paraphyletic, now monophyletic); was Viverridae, now Nandiniidae",MSW3,,,,,,,,,,,,,,,,,,,,
653,AF,Mediterranean and Black Seas_ NW Africa to Cape Blanc,Carnivora,Phocidae,Monachus,monachus,Phoca monachus,Mediterranean Monk Seal,5.439,275000,68,valid,extant,EN,2015,piscivore/invert,wp,marine- births on land,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
160,AF,,Carnivora,Viverridae,Civettictis,civetta,,African Civet,4.079,11999.966,63_ 70,valid,extant,LC,2015,carn/frug,t1,arboreal,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
407,AF,,Carnivora,Viverridae,Genetta,abyssinica,,"Ethiopian Genet, Abyssinian Genet",3.217,1649.985,65,valid,extant,DD,2016,carn/ginsect,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
408,AF,,Carnivora,Viverridae,Genetta,angolensis,,"Miombo Genet, Angolan Genet",3.217,1649.985,65,valid,extant,LC,2016,Carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
409,AF,,Carnivora,Viverridae,Genetta,genetta,,Common Genet,3.301,2000,63_ 70,valid,extant,LC,2015,carn/ginsect,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
410,AF,,Carnivora,Viverridae,Genetta,johnstoni,,Johnston's Genet,3.347,2225,65,valid,extant,NT,2016,ginsect/carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
411,AF,,Carnivora,Viverridae,Genetta,maculata,,"Large-spotted Genet, Panther Genet, Blotched Genet, Central African Large-spotted Genet, Rusty-spotted Genet",3.347,2225,-999,valid,extant,LC,2016,Carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
757,AF,,Carnivora,Viverridae,Genetta,piscivora,Osbornictis piscivora  ,Aquatic Genet,3.477,2999.991,65,valid,extant,NT,2015,piscivore,t1,aquatic,Genus level change. ,synonym; Osbornictis piscivora is now Genetta piscivora,IUCN redlist,,,,,,,,,,,,,,,,,,,,
412,AF,,Carnivora,Viverridae,Genetta,servalina,,Servaline Genet,3.023,1054.994,63_ 70,valid,extant,LC,2016,Carn,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
413,AF,,Carnivora,Viverridae,Genetta,thierryi,,Hausa Genet,3.146,1400.006,65,valid,extant,LC,2015,carn/ginsect,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
414,AF,,Carnivora,Viverridae,Genetta,tigrina,,"Cape Genet, South African Large-spotted Genet, Cape Large-spotted Genet",3.347,2225,63_ 70,valid,extant,LC,2015,carn/ginsect,t1,terr,Unchanged taxonomy.,,,,,,,,,,,,,,,,,,,,,,
